Sample,Experiment,Timepoint,Chamber,Treatment,Colony,Coral,Location,delta_FTA,Chamber Volume (mL),Coral Dry Weight (g),Incubation Time (min),Gnet,Gnet2,Turbidity
R19S,9,22,2,HS,4,2-Apr,NB,-26,450,20.867,12,-23969.66502,31.95955336,
R21S,9,23,2,HS,4,2-Apr,NB,-22.5,450,20.867,12,-20742.97935,27.65730579,
R23S,9,24,2,HS,4,2-Apr,NB,15.3,450,20.867,12,14105.22595,-18.80696794,
R1S,9,25,2,HS,4,2-Apr,NB,12,450,20.867,12,11062.92232,-14.75056309,
W1S,9,1,1,C,4,6-Apr,NB,-7.8,450,27.2734,12,-5501.789289,7.335719052,
W3S,9,2,1,C,4,6-Apr,NB,0.6,450,27.2734,12,423.2145607,-0.564286081,
W5S,9,3,1,C,4,6-Apr,NB,3.4,450,27.2734,12,2398.215844,-3.197621125,
W7S,9,4,1,C,4,6-Apr,NB,3.1,450,27.2734,12,2186.608564,-2.915478085,
W9S,9,5,1,C,4,6-Apr,NB,-3.5,450,27.2734,12,-2468.751604,3.291668806,
W11S,9,6,1,C,4,6-Apr,NB,-1.6,450,27.2734,12,-1128.572162,1.504762883,
W13S,9,7,1,C,4,6-Apr,NB,-2,450,27.2734,12,-1410.715202,1.880953603,
W15S,9,8,1,C,4,6-Apr,NB,-2.3,450,27.2734,12,-1622.322483,2.163096644,
W17S,9,9,1,C,4,6-Apr,NB,-9.7,450,27.2734,12,-6841.968731,9.122624975,
W19S,9,10,1,C,4,6-Apr,NB,-3.6,450,27.2734,12,-2539.287364,3.385716486,
W21S,9,11,1,C,4,6-Apr,NB,-3.6,450,27.2734,12,-2539.287364,3.385716486,
W23S,9,12,1,C,4,6-Apr,NB,0.8,450,27.2734,12,564.2860809,-0.752381441,
W1S,9,13,1,C,4,6-Apr,NB,4.7,450,27.2734,12,3315.180726,-4.420240967,
W3S,9,14,1,C,4,6-Apr,NB,-3.1,450,27.2734,12,-2186.608564,2.915478085,
W5S,9,15,1,C,4,6-Apr,NB,-4.6,450,27.2734,12,-3244.644965,4.326193287,
W7S,9,16,1,C,4,6-Apr,NB,-1.9,450,27.2734,12,-1340.179442,1.786905923,
W9S,9,17,1,C,4,6-Apr,NB,1.9,450,27.2734,12,1340.179442,-1.786905923,
W11S,9,18,1,C,4,6-Apr,NB,-1.6,450,27.2734,12,-1128.572162,1.504762883,
W13S,9,19,1,C,4,6-Apr,NB,0.3,450,27.2734,12,211.6072804,-0.28214304,
W15S,9,20,1,C,4,6-Apr,NB,-6.2,450,27.2734,12,-4373.217127,5.83095617,
W17S,9,21,1,C,4,6-Apr,NB,-0.3,450,27.2734,12,-211.6072804,0.28214304,
W19S,9,22,1,C,4,6-Apr,NB,-4.8,450,27.2734,12,-3385.716486,4.514288648,
W21S,9,23,1,C,4,6-Apr,NB,0.2,450,27.2734,12,141.0715202,-0.18809536,
W23S,9,24,1,C,4,6-Apr,NB,2.8,450,27.2734,12,1975.001283,-2.633335044,
W1S,9,25,1,C,4,6-Apr,NB,3.4,450,27.2734,12,2398.215844,-3.197621125,
Y1S,9,1,4,HX,8,4-Aug,SB,-10.4,450,19.8814,12,-10063.17463,13.41756617,
Y3S,9,2,4,HX,8,4-Aug,SB,4,450,19.8814,12,3870.451779,-5.160602372,
Y5S,9,3,4,HX,8,4-Aug,SB,3.2,450,19.8814,12,3096.361423,-4.128481898,
Y7S,9,4,4,HX,8,4-Aug,SB,-0.7,450,19.8814,12,-677.3290613,0.903105415,
Y9S,9,5,4,HX,8,4-Aug,SB,-3.3,450,19.8814,12,-3193.122718,4.257496957,
Y11S,9,6,4,HX,8,4-Aug,SB,-4.3,450,19.8814,12,-4160.735662,5.54764755,
Y13S,9,7,4,HX,8,4-Aug,SB,1.7,450,19.8814,12,1644.942006,-2.193256008,
Y15S,9,8,4,HX,8,4-Aug,SB,4.2,450,19.8814,12,4063.974368,-5.418632491,
Y17S,9,9,4,HX,8,4-Aug,SB,4,450,19.8814,12,3870.451779,-5.160602372,
Y19S,9,10,4,HX,8,4-Aug,SB,-10.1,450,19.8814,12,-9772.890742,13.03052099,
Y21S,9,11,4,HX,8,4-Aug,SB,6.8,450,19.8814,12,6579.768024,-8.773024033,
Y23S,9,12,4,HX,8,4-Aug,SB,2.9,450,19.8814,12,2806.07754,-3.74143672,
Y1S,9,13,4,HX,8,4-Aug,SB,2,450,19.8814,12,1935.22589,-2.580301186,
Y3S,9,14,4,HX,8,4-Aug,SB,-1.8,450,19.8814,12,-1741.703301,2.322271067,
Y5S,9,15,4,HX,8,4-Aug,SB,0.5,450,19.8814,12,483.8064724,-0.645075297,
Y7S,9,16,4,HX,8,4-Aug,SB,-4.8,450,19.8814,12,-4644.542135,6.192722846,
Y9S,9,17,4,HX,8,4-Aug,SB,10.2,450,19.8814,12,9869.652037,-13.15953605,
Y11S,9,18,4,HX,8,4-Aug,SB,-1.6,450,19.8814,12,-1548.180712,2.064240949,
Y13S,9,19,4,HX,8,4-Aug,SB,-0.8,450,19.8814,12,-774.0903558,1.032120474,
Y15S,9,20,4,HX,8,4-Aug,SB,-1,450,19.8814,12,-967.6129448,1.290150593,
Y17S,9,21,4,HX,8,4-Aug,SB,-3.7,450,19.8814,12,-3580.167896,4.773557194,
Y19S,9,22,4,HX,8,4-Aug,SB,0.5,450,19.8814,12,483.8064724,-0.645075297,
Y21S,9,23,4,HX,8,4-Aug,SB,-2.3,450,19.8814,12,-2225.509773,2.967346364,
Y1S,9,25,4,HX,8,4-Aug,SB,9.1,450,19.8814,12,8805.277797,-11.7403704,
G1S,9,1,3,HT,8,5-Aug,SB,0.1,450,14.7994,12,129.9883779,-0.173317837,
G3S,9,2,3,HT,8,5-Aug,SB,-5.6,450,14.7994,12,-7279.349163,9.705798884,
G5S,9,3,3,HT,8,5-Aug,SB,5.4,450,14.7994,12,7019.372407,-9.359163209,
G7S,9,4,3,HT,8,5-Aug,SB,1.6,450,14.7994,12,2079.814047,-2.773085395,
G9S,9,5,3,HT,8,5-Aug,SB,12.8,450,14.7994,12,16638.51237,-22.18468316,
G11S,9,6,3,HT,8,5-Aug,SB,-10.5,450,14.7994,12,-13648.77968,18.19837291,
G13S,9,7,3,HT,8,5-Aug,SB,-1.4,450,14.7994,12,-1819.837291,2.426449721,
G15S,9,8,3,HT,8,5-Aug,SB,-10.7,450,14.7994,12,-13908.75644,18.54500858,
G17S,9,9,3,HT,8,5-Aug,SB,-3.9,450,14.7994,12,-5069.546738,6.759395651,
G19S,9,10,3,HT,8,5-Aug,SB,10.1,450,14.7994,12,13128.82617,-17.50510156,
G21S,9,11,3,HT,8,5-Aug,SB,4.5,450,14.7994,12,5849.477006,-7.799302674,
G23S,9,12,3,HT,8,5-Aug,SB,-1.9,450,14.7994,12,-2469.77918,3.293038907,
G1S,9,13,3,HT,8,5-Aug,SB,-19.5,450,14.7994,12,-25347.73369,33.79697826,
G3S,9,14,3,HT,8,5-Aug,SB,2.5,450,14.7994,12,3249.709448,-4.33294593,
G5S,9,15,3,HT,8,5-Aug,SB,7.8,450,14.7994,12,10139.09348,-13.5187913,
G7S,9,16,3,HT,8,5-Aug,SB,-3.8,450,14.7994,12,-4939.55836,6.586077814,
G9S,9,17,3,HT,8,5-Aug,SB,3.4,450,14.7994,12,4419.604849,-5.892806465,
G11S,9,18,3,HT,8,5-Aug,SB,-1.8,450,14.7994,12,-2339.790802,3.11972107,
G13S,9,19,3,HT,8,5-Aug,SB,-20.7,450,14.7994,12,-26907.59423,35.8767923,
G15S,9,20,3,HT,8,5-Aug,SB,-11.3,450,14.7994,12,-14688.6867,19.5849156,
G17S,9,21,3,HT,8,5-Aug,SB,-0.7,450,14.7994,12,-909.9186454,1.21322486,
G19S,9,22,3,HT,8,5-Aug,SB,6.4,450,14.7994,12,8319.256186,-11.09234158,
G21S,9,23,3,HT,8,5-Aug,SB,17.9,450,14.7994,12,23267.91965,-31.02389286,
G23S,9,24,3,HT,8,5-Aug,SB,18.4,450,14.7994,12,23917.86153,-31.89048205,
G1S,9,25,3,HT,8,5-Aug,SB,2.7,450,14.7994,12,3509.686203,-4.679581605,
R1S,10,1,2,HS,3,6-Mar,NB,-27.1,450,21.6986,12,-24026.26206,32.03501608,
R3S,10,2,2,HS,3,6-Mar,NB,-7.5,450,21.6986,12,-6649.334519,8.865779359,
R5S,10,3,2,HS,3,6-Mar,NB,-1.5,450,21.6986,12,-1329.866904,1.773155872,
R7S,10,4,2,HS,3,6-Mar,NB,16.4,450,21.6986,12,14539.87815,-19.3865042,
R9S,10,5,2,HS,3,6-Mar,NB,0.6,450,21.6986,12,531.9467615,-0.709262349,
R11S,10,6,2,HS,3,6-Mar,NB,-22.5,450,21.6986,12,-19948.00356,26.59733808,
R13S,10,7,2,HS,3,6-Mar,NB,-2.9,450,21.6986,12,-2571.076014,3.428101352,
R15S,10,8,2,HS,3,6-Mar,NB,-9.3,450,21.6986,12,-8245.174804,10.99356641,
R17S,10,9,2,HS,3,6-Mar,NB,2.2,450,21.6986,12,1950.471459,-2.600628612,
R19S,10,10,2,HS,3,6-Mar,NB,5.4,450,21.6986,12,4787.520854,-6.383361139,
R21S,10,11,2,HS,3,6-Mar,NB,4.6,450,21.6986,12,4078.258505,-5.437678007,
R23S,10,12,2,HS,3,6-Mar,NB,3.5,450,21.6986,12,3103.022776,-4.137363701,
R1S,10,13,2,HS,3,6-Mar,NB,5.9,450,21.6986,12,5230.809822,-6.974413096,
R3S,10,14,2,HS,3,6-Mar,NB,-4.9,450,21.6986,12,-4344.231886,5.792309181,
R5S,10,15,2,HS,3,6-Mar,NB,1.9,450,21.6986,12,1684.498078,-2.245997438,
R7S,10,16,2,HS,3,6-Mar,NB,-8.4,450,21.6986,12,-7447.254662,9.929672882,
R9S,10,17,2,HS,3,6-Mar,NB,-23.2,450,21.6986,12,-20568.60811,27.42481082,
R11S,10,18,2,HS,3,6-Mar,NB,-38.9,450,21.6986,12,-34487.88171,45.98384228,
R13S,10,19,2,HS,3,6-Mar,NB,-9.9,450,21.6986,12,-8777.121565,11.70282875,
R15S,10,20,2,HS,3,6-Mar,NB,-5.9,450,21.6986,12,-5230.809822,6.974413096,
R17S,10,21,2,HS,3,6-Mar,NB,-6.2,450,21.6986,12,-5496.783203,7.32904427,
R19S,10,22,2,HS,3,6-Mar,NB,-10.6,450,21.6986,12,-9397.726121,12.53030149,
R21S,10,23,2,HS,3,6-Mar,NB,2.3,450,21.6986,12,2039.129253,-2.718839003,
R23S,10,24,2,HS,3,6-Mar,NB,2,450,21.6986,12,1773.155872,-2.364207829,
R1S,10,25,2,HS,3,6-Mar,NB,-0.5,450,21.6986,12,-443.288968,0.591051957,
W1S,10,1,1,C,3,9-Mar,NB,-14.1,450,15.4462,12,-17560.87258,23.41449677,
W3S,10,2,1,C,3,9-Mar,NB,3.4,450,15.4462,12,4234.53665,-5.646048866,
W5S,10,3,1,C,3,9-Mar,NB,-29.4,450,15.4462,12,-36616.2875,48.82171667,
W7S,10,4,1,C,3,9-Mar,NB,20.9,450,15.4462,12,26029.94588,-34.7065945,
W9S,10,5,1,C,3,9-Mar,NB,-89.1,450,15.4462,12,-110969.7693,147.9596924,
W11S,10,6,1,C,3,9-Mar,NB,-7.4,450,15.4462,12,-9216.344473,12.2884593,
W13S,10,7,1,C,3,9-Mar,NB,-2,450,15.4462,12,-2490.903912,3.321205216,
W15S,10,8,1,C,3,9-Mar,NB,4,450,15.4462,12,4981.807823,-6.642410431,
W17S,10,9,1,C,3,9-Mar,NB,-4.6,450,15.4462,12,-5729.078997,7.638771996,
W19S,10,10,1,C,3,9-Mar,NB,4.1,450,15.4462,12,5106.353019,-6.808470692,
W21S,10,11,1,C,3,9-Mar,NB,2.1,450,15.4462,12,2615.449107,-3.487265476,
W23S,10,12,1,C,3,9-Mar,NB,-0.2,450,15.4462,12,-249.0903912,0.332120522,
W1S,10,13,1,C,3,9-Mar,NB,0.5,450,15.4462,12,622.7259779,-0.830301304,
W3S,10,14,1,C,3,9-Mar,NB,-8.8,450,15.4462,12,-10959.97721,14.61330295,
W5S,10,15,1,C,3,9-Mar,NB,-2.5,450,15.4462,12,-3113.62989,4.151506519,
W7S,10,16,1,C,3,9-Mar,NB,-3.9,450,15.4462,12,-4857.262628,6.47635017,
W9S,10,17,1,C,3,9-Mar,NB,-8.6,450,15.4462,12,-10710.88682,14.28118243,
W11S,10,18,1,C,3,9-Mar,NB,-3.4,450,15.4462,12,-4234.53665,5.646048866,
W13S,10,19,1,C,3,9-Mar,NB,-3.5,450,15.4462,12,-4359.081845,5.812109127,
W15S,10,20,1,C,3,9-Mar,NB,4.5,450,15.4462,12,5604.533801,-7.472711735,
W17S,10,21,1,C,3,9-Mar,NB,-2,450,15.4462,12,-2490.903912,3.321205216,
W19S,10,22,1,C,3,9-Mar,NB,-7.2,450,15.4462,12,-8967.254082,11.95633878,
W21S,10,23,1,C,3,9-Mar,NB,-2.4,450,15.4462,12,-2989.084694,3.985446259,
W23S,10,24,1,C,3,9-Mar,NB,-4.7,450,15.4462,12,-5853.624192,7.804832256,
W1S,10,25,1,C,3,9-Mar,NB,-2.7,450,15.4462,12,-3362.720281,4.483627041,
G1S,10,1,3,HT,6,3-Jun,SB,-15.1,450,9.625,12,-30180.38961,40.24051948,
G3S,10,2,3,HT,6,3-Jun,SB,13,450,9.625,12,25983.11688,-34.64415584,
G5S,10,3,3,HT,6,3-Jun,SB,7,450,9.625,12,13990.90909,-18.65454545,
G7S,10,4,3,HT,6,3-Jun,SB,80.9,450,9.625,12,161694.9351,-215.5932468,
G9S,10,5,3,HT,6,3-Jun,SB,3.1,450,9.625,12,6195.974026,-8.261298701,
G11S,10,6,3,HT,6,3-Jun,SB,-6.3,450,9.625,12,-12591.81818,16.78909091,
G13S,10,7,3,HT,6,3-Jun,SB,-2.9,450,9.625,12,-5796.233766,7.728311688,
G15S,10,8,3,HT,6,3-Jun,SB,-803.8,450,9.625,12,-1606556.104,2142.074805,
G17S,10,9,3,HT,6,3-Jun,SB,-5.3,450,9.625,12,-10593.11688,14.12415584,
G19S,10,10,3,HT,6,3-Jun,SB,15.9,450,9.625,12,31779.35065,-42.37246753,
G21S,10,11,3,HT,6,3-Jun,SB,8.4,450,9.625,12,16789.09091,-22.38545455,
G23S,10,12,3,HT,6,3-Jun,SB,-8,450,9.625,12,-15989.61039,21.31948052,
G1S,10,13,3,HT,6,3-Jun,SB,-3.6,450,9.625,12,-7195.324675,9.593766234,
G3S,10,14,3,HT,6,3-Jun,SB,2.9,450,9.625,12,5796.233766,-7.728311688,
G5S,10,15,3,HT,6,3-Jun,SB,-0.6,450,9.625,12,-1199.220779,1.598961039,
G7S,10,16,3,HT,6,3-Jun,SB,-6.5,450,9.625,12,-12991.55844,17.32207792,
G9S,10,17,3,HT,6,3-Jun,SB,2,450,9.625,12,3997.402597,-5.32987013,
G11S,10,18,3,HT,6,3-Jun,SB,-0.9,450,9.625,12,-1798.831169,2.398441558,
G13S,10,19,3,HT,6,3-Jun,SB,-1.7,450,9.625,12,-3397.792208,4.53038961,
G15S,10,20,3,HT,6,3-Jun,SB,3.2,450,9.625,12,6395.844156,-8.527792208,
G17S,10,21,3,HT,6,3-Jun,SB,-13.3,450,9.625,12,-26582.72727,35.44363636,
G19S,10,22,3,HT,6,3-Jun,SB,67.7,450,9.625,12,135312.0779,-180.4161039,
G21S,10,23,3,HT,6,3-Jun,SB,-15.3,450,9.625,12,-30580.12987,40.77350649,
G23S,10,24,3,HT,6,3-Jun,SB,-0.7,450,9.625,12,-1399.090909,1.865454545,
G1S,10,25,3,HT,6,3-Jun,SB,-6,450,9.625,12,-11992.20779,15.98961039,
Y1S,10,1,4,HX,6,5-Jun,SB,22.6,450,19.6042,12,22177.26304,-29.56968405,
Y3S,10,2,4,HX,6,5-Jun,SB,2.3,450,19.6042,12,2256.978097,-3.009304129,
Y5S,10,3,4,HX,6,5-Jun,SB,3.9,450,19.6042,12,3827.049816,-5.102733088,
Y7S,10,4,4,HX,6,5-Jun,SB,-59.8,450,19.6042,12,-58681.43051,78.24190735,
Y9S,10,5,4,HX,6,5-Jun,SB,-104.4,450,19.6042,12,-102447.1797,136.5962396,
Y11S,10,6,4,HX,6,5-Jun,SB,4.7,450,19.6042,12,4612.085676,-6.149447567,
Y13S,10,7,4,HX,6,5-Jun,SB,29.4,450,19.6042,12,28850.06784,-38.46675712,
Y15S,10,8,4,HX,6,5-Jun,SB,-29,450,19.6042,12,-28457.54991,37.94339988,
Y17S,10,9,4,HX,6,5-Jun,SB,0.8,450,19.6042,12,785.0358597,-1.04671448,
Y19S,10,10,4,HX,6,5-Jun,SB,1.8,450,19.6042,12,1766.330684,-2.355107579,
Y21S,10,11,4,HX,6,5-Jun,SB,1.6,450,19.6042,12,1570.071719,-2.093428959,
Y23S,10,12,4,HX,6,5-Jun,SB,-0.9,450,19.6042,12,-883.1653421,1.177553789,
Y1S,10,13,4,HX,6,5-Jun,SB,2.3,450,19.6042,12,2256.978097,-3.009304129,
Y3S,10,14,4,HX,6,5-Jun,SB,-16.4,450,19.6042,12,-16093.23512,21.45764683,
Y5S,10,15,4,HX,6,5-Jun,SB,-2.7,450,19.6042,12,-2649.496026,3.532661368,
Y7S,10,16,4,HX,6,5-Jun,SB,11.6,450,19.6042,12,11383.01997,-15.17735995,
Y9S,10,17,4,HX,6,5-Jun,SB,-40.6,450,19.6042,12,-39840.56988,53.12075984,
Y11S,10,18,4,HX,6,5-Jun,SB,-1.1,450,19.6042,12,-1079.424307,1.439232409,
Y13S,10,19,4,HX,6,5-Jun,SB,-16.2,450,19.6042,12,-15896.97616,21.19596821,
Y15S,10,20,4,HX,6,5-Jun,SB,-19.5,450,19.6042,12,-19135.24908,25.51366544,
Y17S,10,21,4,HX,6,5-Jun,SB,-34.5,450,19.6042,12,-33854.67145,45.13956193,
Y19S,10,22,4,HX,6,5-Jun,SB,-1.3,450,19.6042,12,-1275.683272,1.700911029,
Y21S,10,23,4,HX,6,5-Jun,SB,-30,450,19.6042,12,-29438.84474,39.25179298,
Y23S,10,24,4,HX,6,5-Jun,SB,2,450,19.6042,12,1962.589649,-2.616786199,
Y1S,10,25,4,HX,6,5-Jun,SB,-1.4,450,19.6042,12,-1373.812754,1.831750339,
G1S,11,1,3,HT,2,2-Feb,NB,-35.4,450,16.4472,12,-41405.67999,55.20757333,
G3S,11,2,3,HT,2,2-Feb,NB,-3.6,450,16.4472,12,-4210.747118,5.614329491,
G5S,11,3,3,HT,2,2-Feb,NB,-29.4,450,16.4472,12,-34387.76813,45.85035751,
G7S,11,4,3,HT,2,2-Feb,NB,-1,450,16.4472,12,-1169.651977,1.55953597,
G9S,11,5,3,HT,2,2-Feb,NB,14.9,450,16.4472,12,17427.81446,-23.23708595,
G11S,11,6,3,HT,2,2-Feb,NB,-0.8,450,16.4472,12,-935.7215818,1.247628776,
G13S,11,7,3,HT,2,2-Feb,NB,-1,450,16.4472,12,-1169.651977,1.55953597,
G15S,11,8,3,HT,2,2-Feb,NB,1.8,450,16.4472,12,2105.373559,-2.807164745,
G17S,11,9,3,HT,2,2-Feb,NB,-5.6,450,16.4472,12,-6550.051073,8.73340143,
G19S,11,10,3,HT,2,2-Feb,NB,0.1,450,16.4472,12,116.9651977,-0.155953597,
G21S,11,11,3,HT,2,2-Feb,NB,-2.1,450,16.4472,12,-2456.269152,3.275025536,
G23S,11,12,3,HT,2,2-Feb,NB,-4.4,450,16.4472,12,-5146.4687,6.861958266,
G1S,11,13,3,HT,2,2-Feb,NB,-78.3,450,16.4472,12,-91583.74982,122.1116664,
G3S,11,14,3,HT,2,2-Feb,NB,-6.5,450,16.4472,12,-7602.737852,10.1369838,
G5S,11,15,3,HT,2,2-Feb,NB,-3.1,450,16.4472,12,-3625.921129,4.834561506,
G7S,11,16,3,HT,2,2-Feb,NB,-8,450,16.4472,12,-9357.215818,12.47628776,
G9S,11,17,3,HT,2,2-Feb,NB,-7.8,450,16.4472,12,-9123.285422,12.16438056,
G11S,11,18,3,HT,2,2-Feb,NB,-7.1,450,16.4472,12,-8304.529038,11.07270538,
G13S,11,19,3,HT,2,2-Feb,NB,13.2,450,16.4472,12,15439.4061,-20.5858748,
G15S,11,20,3,HT,2,2-Feb,NB,-2.9,450,16.4472,12,-3391.990734,4.522654312,
G17S,11,21,3,HT,2,2-Feb,NB,-17.1,450,16.4472,12,-20001.04881,26.66806508,
G19S,11,22,3,HT,2,2-Feb,NB,-1.8,450,16.4472,12,-2105.373559,2.807164745,
G21S,11,23,3,HT,2,2-Feb,NB,-8.3,450,16.4472,12,-9708.111411,12.94414855,
G23S,11,24,3,HT,2,2-Feb,NB,1.7,450,16.4472,12,1988.408361,-2.651211148,
G1S,11,25,3,HT,2,2-Feb,NB,-2.3,450,16.4472,12,-2690.199548,3.58693273,
Y1S,11,1,4,HX,2,3-Feb,NB,-6.6,450,27.5968,12,-4600.805166,6.134406888,
Y3S,11,2,4,HX,2,3-Feb,NB,1.6,450,27.5968,12,1115.346707,-1.487128942,
Y5S,11,3,4,HX,2,3-Feb,NB,25.7,450,27.5968,12,17915.25648,-23.88700864,
Y7S,11,4,4,HX,2,3-Feb,NB,12.9,450,27.5968,12,8992.482824,-11.9899771,
Y9S,11,5,4,HX,2,3-Feb,NB,-2.7,450,27.5968,12,-1882.147568,2.50953009,
Y11S,11,6,4,HX,2,3-Feb,NB,-22.3,450,27.5968,12,-15545.14473,20.72685964,
Y13S,11,7,4,HX,2,3-Feb,NB,0.9,450,27.5968,12,627.3825226,-0.83651003,
Y15S,11,8,4,HX,2,3-Feb,NB,-1.1,450,27.5968,12,-766.800861,1.022401148,
Y17S,11,9,4,HX,2,3-Feb,NB,-31.5,450,27.5968,12,-21958.38829,29.27785106,
Y19S,11,10,4,HX,2,3-Feb,NB,-35.7,450,27.5968,12,-24886.1734,33.18156453,
Y21S,11,11,4,HX,2,3-Feb,NB,-2.4,450,27.5968,12,-1673.02006,2.230693414,
Y23S,11,12,4,HX,2,3-Feb,NB,53.4,450,27.5968,12,37224.69634,-49.63292846,
Y1S,11,13,4,HX,2,3-Feb,NB,-2.2,450,27.5968,12,-1533.601722,2.044802296,
Y3S,11,14,4,HX,2,3-Feb,NB,3.4,450,27.5968,12,2370.111752,-3.160149003,
Y5S,11,15,4,HX,2,3-Feb,NB,-4.7,450,27.5968,12,-3276.330951,4.368441269,
Y7S,11,16,4,HX,2,3-Feb,NB,41.7,450,27.5968,12,29068.72355,-38.75829806,
Y9S,11,17,4,HX,2,3-Feb,NB,-12.1,450,27.5968,12,-8434.809471,11.24641263,
Y11S,11,18,4,HX,2,3-Feb,NB,-0.4,450,27.5968,12,-278.8366767,0.371782236,
Y13S,11,19,4,HX,2,3-Feb,NB,0.1,450,27.5968,12,69.70916918,-0.092945559,
Y15S,11,20,4,HX,2,3-Feb,NB,0.9,450,27.5968,12,627.3825226,-0.83651003,
Y17S,11,21,4,HX,2,3-Feb,NB,-0.9,450,27.5968,12,-627.3825226,0.83651003,
Y19S,11,22,4,HX,2,3-Feb,NB,-4.2,450,27.5968,12,-2927.785106,3.903713474,
Y21S,11,23,4,HX,2,3-Feb,NB,-5.7,450,27.5968,12,-3973.422643,5.297896858,
Y23S,11,24,4,HX,2,3-Feb,NB,-6.5,450,27.5968,12,-4531.095997,6.041461329,
Y1S,11,25,4,HX,2,3-Feb,NB,-4.1,450,27.5968,12,-2858.075936,3.810767915,
W1S,11,1,1,C,7,5-Jul,SB,-17.5,450,18.6186,12,-18081.71667,24.10895556,
W3S,11,2,1,C,7,5-Jul,SB,-0.6,450,18.6186,12,-619.9445716,0.826592762,
W5S,11,3,1,C,7,5-Jul,SB,-7.5,450,18.6186,12,-7749.307144,10.33240953,
W7S,11,4,1,C,7,5-Jul,SB,-10.7,450,18.6186,12,-11055.67819,14.74090426,
W9S,11,5,1,C,7,5-Jul,SB,-1.5,450,18.6186,12,-1549.861429,2.066481905,
W11S,11,6,1,C,7,5-Jul,SB,-0.3,450,18.6186,12,-309.9722858,0.413296381,
W13S,11,7,1,C,7,5-Jul,SB,-0.9,450,18.6186,12,-929.9168573,1.239889143,
W15S,11,8,1,C,7,5-Jul,SB,-5.2,450,18.6186,12,-5372.852953,7.163803938,
W17S,11,9,1,C,7,5-Jul,SB,0.3,450,18.6186,12,309.9722858,-0.413296381,
W19S,11,10,1,C,7,5-Jul,SB,3.1,450,18.6186,12,3203.046953,-4.270729271,
W21S,11,11,1,C,7,5-Jul,SB,1.5,450,18.6186,12,1549.861429,-2.066481905,
W23S,11,12,1,C,7,5-Jul,SB,-3.3,450,18.6186,12,-3409.695144,4.546260191,
W1S,11,13,1,C,7,5-Jul,SB,0.5,450,18.6186,12,516.6204763,-0.688827302,
W3S,11,14,1,C,7,5-Jul,SB,-1.1,450,18.6186,12,-1136.565048,1.515420064,
W5S,11,15,1,C,7,5-Jul,SB,-6.4,450,18.6186,12,-6612.742097,8.816989462,
W7S,11,16,1,C,7,5-Jul,SB,-10.5,450,18.6186,12,-10849.03,14.46537334,
W9S,11,17,1,C,7,5-Jul,SB,-0.6,450,18.6186,12,-619.9445716,0.826592762,
W11S,11,18,1,C,7,5-Jul,SB,19.4,450,18.6186,12,20044.87448,-26.72649931,
W13S,11,19,1,C,7,5-Jul,SB,-6.1,450,18.6186,12,-6302.769811,8.403693081,
W15S,11,20,1,C,7,5-Jul,SB,-1.6,450,18.6186,12,-1653.185524,2.204247366,
W17S,11,21,1,C,7,5-Jul,SB,56.6,450,18.6186,12,58481.43792,-77.97525056,
W19S,11,22,1,C,7,5-Jul,SB,-7.6,450,18.6186,12,-7852.63124,10.47017499,
W21S,11,23,1,C,7,5-Jul,SB,-5.9,450,18.6186,12,-6096.12162,8.12816216,
W23S,11,24,1,C,7,5-Jul,SB,-1.5,450,18.6186,12,-1549.861429,2.066481905,
W1S,11,25,1,C,7,5-Jul,SB,-18.2,450,18.6186,12,-18804.98534,25.07331378,
R1S,11,1,2,HS,7,8-Jul,SB,-36,450,11.2112,12,-61773.04838,82.36406451,
R3S,11,2,2,HS,7,8-Jul,SB,-0.1,450,11.2112,12,-171.5918011,0.228789068,
R5S,11,3,2,HS,7,8-Jul,SB,15.6,450,11.2112,12,26768.32096,-35.69109462,
R7S,11,4,2,HS,7,8-Jul,SB,-7.1,450,11.2112,12,-12183.01787,16.24402383,
R9S,11,5,2,HS,7,8-Jul,SB,19.4,450,11.2112,12,33288.8094,-44.38507921,
R11S,11,6,2,HS,7,8-Jul,SB,-14.1,450,11.2112,12,-24194.44395,32.2592586,
R13S,11,7,2,HS,7,8-Jul,SB,-1.4,450,11.2112,12,-2402.285215,3.203046953,
R15S,11,8,2,HS,7,8-Jul,SB,20,450,11.2112,12,34318.36021,-45.75781361,
R17S,11,9,2,HS,7,8-Jul,SB,-3.2,450,11.2112,12,-5490.937634,7.321250178,
R19S,11,10,2,HS,7,8-Jul,SB,22,450,11.2112,12,37750.19623,-50.33359498,
R21S,11,11,2,HS,7,8-Jul,SB,4,450,11.2112,12,6863.672042,-9.151562723,
R23S,11,12,2,HS,7,8-Jul,SB,-9,450,11.2112,12,-15443.2621,20.59101613,
R1S,11,13,2,HS,7,8-Jul,SB,12.2,450,11.2112,12,20934.19973,-27.91226631,
R3S,11,14,2,HS,7,8-Jul,SB,0.9,450,11.2112,12,1544.32621,-2.059101613,
R7S,11,16,2,HS,7,8-Jul,SB,-3.4,450,11.2112,12,-5834.121236,7.778828315,
R9S,11,17,2,HS,7,8-Jul,SB,-7.6,450,11.2112,12,-13040.97688,17.38796917,
R11S,11,18,2,HS,7,8-Jul,SB,-5,450,11.2112,12,-8579.590053,11.4394534,
R13S,11,19,2,HS,7,8-Jul,SB,-8.5,450,11.2112,12,-14585.30309,19.44707079,
